Serial Number,Day Number,English Word,Part of Speech,Difficulty,Tamil Translation,Hindi Translation,English Example,Tamil Example,Hindi Example,Synonyms,Tamil Meaning
578,Day 84,Nascent,Adjective,Advanced,வளரும்,नवजात (Navjaat),The nascent political movement quickly gained support.,வளரும் அரசியல் இயக்கம் விரைவாக ஆதரவைப் பெற்றது.,नवजात राजनीतिक आंदोलन ने तेजी से समर्थन प्राप्त किया।,"Emerging, Budding, Developing",பிறந்த
580,Day 84,Obtuse,Adjective,Advanced,மந்தமான,कुंद (Kund),His obtuse refusal to see the obvious frustrated everyone.,வெளிப்படையானதைப் பார்க்க அவரது மந்தமான மறுப்பு அனைவரையும் விரக்தியடையச் செய்தது.,स्पष्ट को देखने के लिए उनकी कुंद मनाही ने सभी को निराश कर दिया।,"Dull, Slow, Insensitive",மழுங்கிய
582,Day 84,Parity,Noun,Advanced,சமநிலை,समानता (Samaanataa),The two countries achieved parity in trade agreements.,இரு நாடுகளும் வர்த்தக ஒப்பந்தங்களில் சமநிலையை அடைந்தன.,दोनों देशों ने व्यापार समझौतों में समानता हासिल की।,"Equality, Equivalence, Uniformity",சமத்துவம்
584,Day 84,Pervasive,Adjective,Advanced,எங்கும் பரவிய,सर्वव्यापी (Sarvavyaapee),The pervasive smell of smoke filled the air.,எங்கும் பரவிய புகை வாசனை காற்றை நிரப்பியது.,धुएं की सर्वव्यापी गंध ने हवा को भर दिया।,"Widespread, Universal, Prevalent",ஊடுருவும்
585,Day 84,Petulant,Adjective,Advanced,எரிச்சலூட்டும்,चिड़चिड़ा (Chidchidaa),The child was petulant after missing his nap.,தூக்கத்தை தவறவிட்ட பிறகு குழந்தை எரிச்சலூட்டும் விதமாக இருந்தது.,अपनी झपकी छूटने के बाद बच्चा चिड़चिड़ा था।,"Grumpy, Ill-tempered, Peevish",முன்கோபமான
586,Day 85,Pillory,Verb,Advanced,பொது அவமானம் செய்,निंदा करना (Nindaa Karnaa),The newspaper sought to pillory the corrupt official.,செய்தித்தாள் ஊழல் அதிகாரியை பொது அவமானம் செய்ய முயன்றது.,अखबार ने भ्रष्ट अधिकारी की निंदा करने की कोशिश की।,"Criticize, Denounce, Attack",இகழ்
587,Day 85,Pique,Noun,Advanced,எரிச்சல்,नाराज़गी (Naaraazagee),She left in a fit of pique after the argument.,வாக்குவாதத்திற்குப் பிறகு அவள் எரிச்சலில் வெளியேறினாள்.,वह बहस के बाद नाराज़गी के एक फिट में चली गई।,"Annoyance, Resentment, Offense",கோபம்
590,Day 85,Plumb,Verb,Advanced,ஆழமாக ஆராய்,गहराई से जांचना (Gaharaaee Se Jaanchanaa),The committee will plumb the depths of the financial crisis.,நிதி நெருக்கடியின் ஆழத்தை குழு ஆழமாக ஆராயும்.,समिति वित्तीय संकट की गहराई से जांचना करेगी।,"Examine, Explore, Delve into",துல்லியமாக அளவிடு
592,Day 85,Postulate,Verb,Advanced,முன்வை,मान लेना (Maan Lenaa),We must postulate that the sun will rise tomorrow.,சூரியன் நாளை உதிக்கும் என்று நாம் முன்வைக்க வேண்டும்.,हमें यह मान लेना चाहिए कि सूरज कल उगेगा।,"Assume, Hypothesize, Propose",எடுகோள் கொள்
593,Day 85,Pragmatic,Adjective,Advanced,நடைமுறைக்கு ஏற்ற,व्यावहारिक (Vyavahaarik),She took a pragmatic approach to solving the problem.,சிக்கலை தீர்க்க அவர் நடைமுறைக்கு ஏற்ற அணுகுமுறையை எடுத்தார்.,उन्होंने समस्या को हल करने के लिए एक व्यावहारिक दृष्टिकोण अपनाया।,"Practical, Realistic, Sensible",அனுபவப்படியான
