English (V1/V2/V3),Day (Col B),Difficulty,Tamil (Infinitive/Past/Perfect),Hindi (Infinitive/Past/Perfect),English Examples (V1 // V2 // V3),Tamil Examples (V1 // V2 // V3),Hindi Examples (V1 // V2 // V3)
Drink / Drank / Drunk,Day 146,Advanced,பருகு / பருகினேன் / பருகியுள்ளேன்,पीना / पिया / पी चुका,1. Drink water. // 2. He drank it. // 3. It was drunk.,1. தண்ணீர் குடி. // 2. அவர் அதைக் குடித்தார். // 3. அது குடிக்கப்பட்டது.,1. पानी पियो। // 2. उसने इसे पिया। // 3. यह पिया गया।
Drip / Dripped / Dripped,Day 146,Advanced,சொட்டு / சொட்டியது / சொட்டியுள்ளது,टपकना / टपका / टपक चुका,1. Let it drip. // 2. It dripped. // 3. It was dripped.,1. சொட்ட விடு. // 2. அது சொட்டியது. // 3. அது சொட்டவிடப்பட்டது.,1. टपकने दो। // 2. यह टपका। // 3. यह टपकाया गया।
Drive / Drove / Driven,Day 146,Advanced,ஓட்டு / ஓட்டினேன் / ஓட்டியுள்ளேன்,गाड़ी चलाना / चलाई / चला चुका,1. Drive the car. // 2. He drove it. // 3. It was driven.,1. காரை ஓட்டு. // 2. அவர் அதை ஓட்டினார். // 3. அது ஓட்டப்பட்டது.,1. गाड़ी चलाओ। // 2. उसने इसे चलाया। // 3. यह चलाया गया।
Drivel / Drivelled / Drivelled,Day 146,Advanced,பிதற்று / பிதற்றினேன் / பிதற்றியுள்ளேன்,बकवास करना / की / कर चुका,1. Don't drivel. // 2. He drivelled. // 3. (Intransitive),1. உளறாதே. // 2. அவர் உளறினார். // 3. (பொருந்தாது),1. बकवास मत करो। // 2. उसने बकवास की। // 3. (लागू नहीं)
Drizzle / Drizzled / Drizzled,Day 147,Advanced,தூறு / தூறியது / தூறியுள்ளது,बूँदाबाँदी होना / हुई / हो चुकी,1. Drizzle the oil. // 2. He drizzled it. // 3. It was drizzled.,1. எண்ணெயைத் தெளி. // 2. அவர் அதைத் தெளித்தார். // 3. அது தெளிக்கப்பட்டது.,1. तेल छिड़को। // 2. उसने इसे छिड़का। // 3. यह छिड़का गया।
Drone / Droned / Droned,Day 147,Advanced,இரைச்சலிடு / இட்டது / இட்டுள்ளது,भिनभिनाना / भिनभिनाया / चुका,1. Don't drone. // 2. He droned on. // 3. (Intransitive),1. ஒரே தொனியில் பேசாதே. // 2. அவர் ஒரே தொனியில் பேசினார். // 3. (பொருந்தாது),1. एक ही सुर में मत बोलो। // 2. वह एक ही सुर में बोला। // 3. (लागू नहीं)
Drool / Drooled / Drooled,Day 147,Advanced,எச்சில் வடியவிடு / விட்டேன் / விட்டுள்ளேன்,लार टपकाना / टपकाई / चुका,1. Don't drool. // 2. He drooled. // 3. (Intransitive),1. எச்சில் வடிக்காதே. // 2. அவர் எச்சில் வடித்தார். // 3. (பொருந்தாது),1. लार मत टपकाओ। // 2. उसने लार टपकाई। // 3. (लागू नहीं)
Droop / Drooped / Drooped,Day 147,Advanced,வாடித் தொங்கு / தொங்கியது / தொங்கியுள்ளது,झुक जाना / झुका / झुक चुका,1. Don't droop. // 2. It drooped. // 3. (Intransitive),1. துவளாதே (தலை தொங்கப்போடுதல்). // 2. அது துவண்டது. // 3. (பொருந்தாது),1. झुको मत। // 2. यह झुक गया। // 3. (लागू नहीं)
Drop / Dropped / Dropped,Day 147,Advanced,கீழே விடு / விட்டேன் / விட்டுள்ளேன்,गिराना / गिराया / गिरा चुका,1. Drop the ball. // 2. He dropped it. // 3. It was dropped.,1. பந்தைக் கீழே போடு. // 2. அவர் அதைக் கீழே போட்டார். // 3. அது கீழே போடப்பட்டது.,1. गेंद गिरा दो। // 2. उसने इसे गिरा दिया। // 3. इसे गिरा दिया गया।
Drown / Drowned / Drowned,Day 148,Advanced,நீரில் மூழ்கி இற / இறந்தேன் / இறந்துள்ளேன்,डूबकर मरना / मरा / मर चुका,1. Drown the rat. // 2. He drowned it. // 3. It was drowned.,1. எலியை நீரில் மூழ்கடி. // 2. அவர் அதை மூழ்கடித்தார். // 3. அது மூழ்கடிக்கப்பட்டது.,1. चूहे को डुबो दो। // 2. उसने इसे डुबो दिया। // 3. इसे डुबो दिया गया।
