Serial Number,Day Number,English Word,Part of Speech,Difficulty,Tamil Translation,Hindi Translation,English Example,Tamil Example,Hindi Example,Synonyms,Tamil Meaning
293,Day 59,Abscond,Verb,Intermediate,ஓடிவிடு,फरार होना (Faraar Hona),The suspect attempted to abscond with the funds.,சந்தேக நபர் நிதியுடன் ஓடிவிட முயன்றார்.,संदिग्ध ने धन लेकर फरार होने की कोशिश की।,"Flee, Escape, Bolt",தப்பி ஓடுதல்
294,Day 59,Accolade,Noun,Intermediate,பாராட்டு / விருது,सम्मान (Sammaan),The film received numerous accolades.,அந்தத் திரைப்படம் ஏராளமான பாராட்டுக்களைப் பெற்றது.,फिल्म को कई सम्मान मिले।,"Honor, Award, Praise",கௌரவம்
295,Day 59,Acquiesce,Verb,Intermediate,சம்மதி,चुपचाप मान लेना (Chupchaap Maan Lena),He decided to acquiesce to the terms of the contract.,அவர் ஒப்பந்தத்தின் விதிமுறைகளுக்கு சம்மதிக்க முடிவு செய்தார்.,उन्होंने अनुबंध की शर्तों को चुपचाप मान लेने का फैसला किया।,"Consent, Agree, Comply",ஒப்புக்கொள்
296,Day 60,Adroit,Adjective,Intermediate,திறமையான,निपुण (Nipun),Her adroit handling of the situation impressed everyone.,சூழ்நிலையை அவர் திறமையான கையாண்டது அனைவரையும் கவர்ந்தது.,स्थिति को उनके निपुण तरीके से संभालने ने सभी को प्रभावित किया।,"Skillful, Clever, Expert",கைதேர்ந்த
297,Day 60,Ameliorate,Verb,Intermediate,மேம்படுத்து,सुधारना (Sudhaarna),Efforts were made to ameliorate the working conditions.,வேலை நிலைமைகளை மேம்படுத்த முயற்சிகள் மேற்கொள்ளப்பட்டன.,काम करने की स्थितियों को सुधारने के प्रयास किए गए।,"Improve, Better, Enhance",செம்மைப்படுத்து
298,Day 60,Amorphous,Adjective,Intermediate,உருவமற்ற,निराकार (Niraakaar),The policy was still amorphous and ill-defined.,அந்தக் கொள்கை இன்னும் உருவமற்றதாகவும் சரியாக வரையறுக்கப்படாததாகவும் இருந்தது।,नीति अभी भी निराकार और अस्पष्ट थी।,"Shapeless, Formless, Unstructured",திட்டவட்டமற்ற
299,Day 60,Anomaly,Noun,Intermediate,விதிவிலக்கு,असंगति (Asangati),The result was an anomaly in the data set.,முடிவு தரவுத் தொகுப்பில் ஒரு விதிவிலக்காக இருந்தது.,परिणाम डेटा सेट में एक असंगति थी।,"Deviation, Oddity, Exception",முரண்பாடு
300,Day 60,Antithetical,Adjective,Intermediate,முற்றிலும் எதிரானது,विपरीत (Vipreet),Their views are antithetical to mine.,அவர்களின் கருத்துக்கள் என்னுடைய கருத்துக்களுக்கு முற்றிலும் எதிரானது.,उनके विचार मेरे विचारों के विपरीत हैं।,"Opposed, Contrary, Conflicting",எதிர்மறையான
301,Day 61,Apathy,Noun,Intermediate,அக்கறையின்மை,उदासीनता (Udaaseenta),The public showed widespread apathy toward the election.,பொது மக்கள் தேர்தலைப் பற்றி பரவலான அக்கறையின்மையை காட்டினர்.,जनता ने चुनाव के प्रति व्यापक उदासीनता दिखाई।,"Indifference, Lethargy, Disinterest",அலட்சியம்
302,Day 61,Apocryphal,Adjective,Intermediate,சந்தேகத்திற்குரிய,अप्रमाणित (Apramaanit),The story about the lost city is probably apocryphal.,தொலைந்த நகரம் பற்றிய கதை அநேகமாக சந்தேகத்திற்குரியது.,खोए हुए शहर के बारे में कहानी शायद अप्रमाणित है।,"Unverified, Fictitious, Dubious",போலியான
303,Day 61,Ardent,Adjective,Intermediate,தீவிரமான,उत्साही (Utsaahi),He is an ardent supporter of the team.,அவர் அணியின் தீவிரமான ஆதரவாளர்.,वह टीम का एक उत्साही समर्थक है।,"Passionate, Fervent, Zealous",உணர்ச்சிமிக்க
304,Day 61,Assiduous,Adjective,Intermediate,விடாமுயற்சியுள்ள,मेहनती (Mehnati),The assiduous student studied late into the night.,விடாமுயற்சியுள்ள மாணவர் இரவு வரை படித்தார்.,मेहनती छात्र ने देर रात तक पढ़ाई की।,"Diligent, Industrious, Hard-working",ஊக்கமுள்ள
