Day,Level,English,Tamil,Hindi
Day 69,Intermediate,I was just about to leave when my neighbor stopped me to talk.,நான் கிளம்பவிருந்தபோது என் பக்கத்து வீட்டுக்காரர் பேச நிறுத்தினார். (Naan kilambavirundhapodhu en pakkathu veettukkaari paesa niruthinaar.),मैं बस निकलने ही वाला था कि मेरे पड़ोसी ने बात करने के लिए मुझे रोक लिया। (Main bas nikalne hi wala tha ki mere padosi ne baat karne ke liye mujhe rok liya.)
Day 69,Intermediate,It's not always easy to balance work and personal life.,வேலை மற்றும் தனிப்பட்ட வாழ்க்கையைச் சமநிலைப்படுத்துவது எப்போதும் எளிதல்ல. (Velai matrum thanippatta vaazhkkaiyaich samanilai-paduthuvadhu eppodhum elidhalla.),काम और निजी जीवन के बीच संतुलन बनाना हमेशा आसान नहीं होता। (Kaam aur niji jeevan ke beech santulan banana hamesha aasaan nahi hota.)
Day 69,Intermediate,I don't really have a preference for any particular kind of food.,எனக்குக் குறிப்பிட்ட வகை உணவுகள் மீது எந்த விருப்பமும் இல்லை. (Enakkuk kurippitta vagai unavugal meedhu endha viruppamum illai.),मुझे वास्तव में किसी विशेष प्रकार के भोजन के लिए कोई पसंद नहीं है। (Mujhe vaastav mein kisi vishesh prakar ke bhojan ke liye koi pasand nahi hai.)
Day 70,Intermediate,I’ll give you a call once I've had a chance to think about it.,அதைப் பற்றி யோசிக்க எனக்கு வாய்ப்பு கிடைத்தவுடன் நான் உங்களுக்கு அழைக்கிறேன். (Adhaip pattri yoasikka enakku vaaippu kidaithavudan naan ungalukku azhaikkiren.),"एक बार जब मुझे इस बारे में सोचने का मौका मिल जाएगा, तो मैं आपको कॉल करूँगा। (Ek baar jab mujhe is baare mein sochne ka mauka mil jayega, toh main aapko call karunga.)"
Day 70,Intermediate,What kind of television programs do you usually watch?,நீங்கள் வழக்கமாக எந்த வகையான தொலைக்காட்சி நிகழ்ச்சிகளைப் பார்ப்பீர்கள்? (Neengal vazhakkamaaga endha vagaiyaana tholaikkaatchi nigazhchigalaip paarppeergal?),आप आमतौर पर किस तरह के टेलीविजन कार्यक्रम देखते हैं? (Aap aamtor par kis tarah ke television karyakram dekhte hain?)
Day 70,Intermediate,I'm looking for a birthday gift for my best friend.,எனது சிறந்த நண்பருக்கு ஒரு பிறந்தநாள் பரிசைத் தேடுகிறேன். (Enadhu sirandha nanbarukku oru pirandhanaal parisaith thedugiren.),मैं अपने सबसे अच्छे दोस्त के लिए जन्मदिन का उपहार ढूंढ रहा हूँ। (Main apne sabse acche dost ke liye janmadin ka uphaar dhoond raha hoon.)
Day 70,Intermediate,It's important to take regular breaks to avoid burnout.,வேலைச் சோர்வைத் தவிர்க்கத் அவ்வப்போது இடைவெளி எடுப்பது முக்கியம். (Velai choarvaith thavirkkath avvappoadhu idaiveli eduppadhu mukkiyam.),थकान (burnout) से बचने के लिए नियमित रूप से ब्रेक लेना महत्वपूर्ण है। (Thakaan se bachne ke liye niyamit roop se break lena mahatvapoorn hai.)
Day 70,Intermediate,I haven't had the chance to go to the new park yet.,புதிய பூங்காவிற்குச் செல்ல எனக்கு இன்னும் வாய்ப்பு கிடைக்கவில்லை. (Pudhiya poongaavirku sella enakku innum vaaippu kidaikkavillai.),मुझे अभी तक नए पार्क जाने का मौका नहीं मिला है। (मुझे अभी तक नए पार्क जाने का मौका नहीं मिला है।)
Day 71,Intermediate,I was wondering if you could recommend a good dentist.,ஒரு நல்ல பல் மருத்துவரை உங்களால் பரிந்துரைக்க முடியுமா என்று அறிய விரும்பினேன். (Oru nalla pal maruthuvarai ungalaal parindhuraikka mudiyuma endru ariya virumbinen.),मैं सोच रहा था कि क्या आप किसी अच्छे डेंटिस्ट का सुझाव दे सकते हैं। (Main soch raha tha ki kya aap kisi acche dentist ka sujhaav de sakte hain.)
Day 71,Intermediate,Could you please let me know when the flight is scheduled to land?,விமானம் எப்போது தரையிறங்கும் என்று எனக்குத் தெரிவிக்க முடியுமா? (Vimaanam eppodhu tharaiyirangum endru enakkuth therivikka mudiyuma?),क्या आप कृपया मुझे बता सकते हैं कि फ्लाइट के उतरने का समय क्या है? (Kya aap kripya mujhe bata sakte hain ki flight ke utarne ka samay kya hai?)
Day 71,Intermediate,I have been trying to cut down on my sugar intake lately.,நான் சமீபகாலமாக சர்க்கரை உட்கொள்வதைக் குறைக்க முயற்சி செய்கிறேன். (Naan sameebakaalamaaga sarkkarai utkolluvadhaik kuraikka muyarchi seigiren.),मैं पिछले कुछ समय से चीनी का सेवन कम करने की कोशिश कर रहा हूँ। (Main pichle kuch samay se cheeni ka sevan kam karne ki koshish kar raha hoon.)
